,sentence,food,family,romance,indep,competition,approval,health,contact,serenity,rest,order,status,idealism,power,curiosity,honor,belonging,savings,tranquility
11497,He went to the store and asked the owner if he knew the girl.,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
11498,He went to the store and asked the owner if he knew the girl.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11499,He went to the store and asked the owner if he knew the girl.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11500,He went to the store and asked the owner if he knew the girl.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11501,Beth was walking to the store.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11502,Beth was walking to the store.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11503,It was raining and she only had sandals on.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11504,It was raining and she only had sandals on.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11505,It was raining and she only had sandals on.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
11506,She tried to ignore it but it was too annoying.,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11507,She tried to ignore it but it was too annoying.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11508,She tried to ignore it but it was too annoying.,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
11509,She ended up going back home to change into boots.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11510,She ended up going back home to change into boots.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11511,She ended up going back home to change into boots.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11512,My first roommate and I in college didn't really get along.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11513,My first roommate and I in college didn't really get along.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11514,"Appalled at her selfishness, I remained bitterly silent.",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
11515,"Appalled at her selfishness, I remained bitterly silent.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11516,"Appalled at her selfishness, I remained bitterly silent.",0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
11517,The next year I lived with a close friend instead.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11518,The next year I lived with a close friend instead.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11519,The next year I lived with a close friend instead.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
11520,Kevin wanted to lose weight.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11521,Kevin wanted to lose weight.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11522,Kevin wanted to lose weight.,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
11523,He decided to start jogging.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11524,He decided to start jogging.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11525,He decided to start jogging.,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1
11526,He would do it every morning.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11527,He would do it every morning.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11528,He would do it every morning.,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
11529,After a while he noticed results.,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
11530,After a while he noticed results.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11531,After a while he noticed results.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11532,He kept going and kept losing weight.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11533,He kept going and kept losing weight.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11534,He kept going and kept losing weight.,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
11535,Holly loved to cook.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11536,Holly loved to cook.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11537,Holly loved to cook.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11538,She would put it over her clothes when she was cooking.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
11539,She would put it over her clothes when she was cooking.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11540,She would put it over her clothes when she was cooking.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11541,Wearing the apron made her feel like a great chef.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11542,Wearing the apron made her feel like a great chef.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11543,Wearing the apron made her feel like a great chef.,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
11544,She preferred to talk to boys and skip class.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11545,She preferred to talk to boys and skip class.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11546,She preferred to talk to boys and skip class.,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
11547,She preferred to talk to boys and skip class.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11548,She preferred to talk to boys and skip class.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11549,She preferred to talk to boys and skip class.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11550,Lynsey made terrible grades and couldn't get into college.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11551,Lynsey made terrible grades and couldn't get into college.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11552,Lynsey made terrible grades and couldn't get into college.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11553,Lynsey had to take a job at a very bad restaurant.,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
11554,Lynsey had to take a job at a very bad restaurant.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11555,Lynsey had to take a job at a very bad restaurant.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11556,Lynsey is now poor and wishes she had studied more.,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
11557,Lynsey is now poor and wishes she had studied more.,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0
11558,Gina wanted to cross a closed road.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11559,Gina wanted to cross a closed road.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11560,Gina wanted to cross a closed road.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11561,But you weren't able to drive over the street at all.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11562,But you weren't able to drive over the street at all.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11563,But you weren't able to drive over the street at all.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11564,Gina realized she had to back down the street.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11565,Gina realized she had to back down the street.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11566,Gina realized she had to back down the street.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11567,She backed her car up slowly to the intersection.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11568,She backed her car up slowly to the intersection.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11569,She backed her car up slowly to the intersection.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
11570,"She was upset, but there was nothing else she could do.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11571,"She was upset, but there was nothing else she could do.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11572,"She was upset, but there was nothing else she could do.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11573,Angela wanted to be a doctor when she grew up.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11574,Angela wanted to be a doctor when she grew up.,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0
11575,Angela wanted to be a doctor when she grew up.,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
11576,Angela's family was too poor to afford to send her to college.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11577,Angela's family was too poor to afford to send her to college.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11578,Angela's family was too poor to afford to send her to college.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11579,She decided to enter an essay writing contest for a scholarship fund.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
11580,She decided to enter an essay writing contest for a scholarship fund.,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
11581,She decided to enter an essay writing contest for a scholarship fund.,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0
11582,With her scholarship Angela was able to go to medical school.,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11583,With her scholarship Angela was able to go to medical school.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11584,With her scholarship Angela was able to go to medical school.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11585,Kia wrote a very good essay in English class.,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
11586,Kia wrote a very good essay in English class.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11587,Kia wrote a very good essay in English class.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11588,Her teacher submitted it to a statewide contest.,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11589,Her teacher submitted it to a statewide contest.,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11590,Her teacher submitted it to a statewide contest.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11591,Kia's essay won second place.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11592,Kia's essay won second place.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11593,Kia's essay won second place.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11594,She was very happy and proud of herself.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11595,She was very happy and proud of herself.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11596,She was very happy and proud of herself.,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11597,Alice had very long hair.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11598,Alice had very long hair.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11599,Alice had very long hair.,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11600,"One day, she decided to get it cut.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11601,"One day, she decided to get it cut.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11602,"One day, she decided to get it cut.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11603,She was nervous because she'd never had short hair before.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11604,She was nervous because she'd never had short hair before.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11605,She was nervous because she'd never had short hair before.,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
11606,"The whole time she was in the barber's chair, she was nervous.",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
11607,"The whole time she was in the barber's chair, she was nervous.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11608,"The whole time she was in the barber's chair, she was nervous.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11609,"The whole time she was in the barber's chair, she was nervous.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11610,"The whole time she was in the barber's chair, she was nervous.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11611,"The whole time she was in the barber's chair, she was nervous.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11612,"However, when she saw her new short hair, she loved it!",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11613,"However, when she saw her new short hair, she loved it!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11614,"However, when she saw her new short hair, she loved it!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11615,Kelly decided to have a fun soccer match with her best friends.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11616,Kelly decided to have a fun soccer match with her best friends.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11617,Kelly decided to have a fun soccer match with her best friends.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11618,The girls got together at the house to play.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11619,The girls got together at the house to play.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11620,The girls got together at the house to play.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11621,"Kelly won goals, then lost some.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11622,"Kelly won goals, then lost some.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11623,"Kelly won goals, then lost some.",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11624,Finally Kelly won.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11625,Finally Kelly won.,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
11626,Finally Kelly won.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11627,Andre was kicking flowers in the yard.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11628,Andre was kicking flowers in the yard.,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
11629,Andre was kicking flowers in the yard.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11630,His father came out and warned him not to do it.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11631,His father came out and warned him not to do it.,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
11632,His father came out and warned him not to do it.,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
11633,Andre kicked the flowers anyway.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11634,Andre kicked the flowers anyway.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11635,Andre kicked the flowers anyway.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11636,Andre was grounded for 3 months.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11637,Andre was grounded for 3 months.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11638,He never ignored a warning ever again.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11639,He never ignored a warning ever again.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11640,He never ignored a warning ever again.,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1
11641,Jack was a senior football player.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11642,Jack was a senior football player.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11643,Jack was a senior football player.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11644,He was sent to the doctor.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11645,He was sent to the doctor.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11646,He was sent to the doctor.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11647,The doctor diagnosed him with a concussion.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11648,The doctor diagnosed him with a concussion.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11649,The doctor diagnosed him with a concussion.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11650,The doctor diagnosed him with a concussion.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11651,The doctor diagnosed him with a concussion.,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
11652,Tom had possession of the ball.,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11653,Tom had possession of the ball.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11654,Tom had possession of the ball.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11655,"The shot clock was running out, but he decided to move slowly.",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11656,"The shot clock was running out, but he decided to move slowly.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11657,"After his teammate created a screen, he made a three-pointer.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11658,"After his teammate created a screen, he made a three-pointer.",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
11659,"After his teammate created a screen, he made a three-pointer.",0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
11660,"After his teammate created a screen, he made a three-pointer.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11661,"After his teammate created a screen, he made a three-pointer.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11662,"After his teammate created a screen, he made a three-pointer.",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11663,All of his teammates cheered for him.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11664,All of his teammates cheered for him.,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0
11665,All of his teammates cheered for him.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11666,He was asked to fax some papers.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11667,He was asked to fax some papers.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11668,He was asked to fax some papers.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11669,When asked why Sam pointed to the shredder.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11670,When asked why Sam pointed to the shredder.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11671,When asked why Sam pointed to the shredder.,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
11672,He accidentally put the papers there instead of the fax.,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
11673,He accidentally put the papers there instead of the fax.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11674,He accidentally put the papers there instead of the fax.,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11675,George was participating in a secret santa in school.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11676,George was participating in a secret santa in school.,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
11677,George was participating in a secret santa in school.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11678,He arrived the day of the event with his gift.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11679,He arrived the day of the event with his gift.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11680,He arrived the day of the event with his gift.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11681,Everyone began exchanging gifts.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11682,Everyone began exchanging gifts.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11683,Everyone began exchanging gifts.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11684,Everyone began exchanging gifts.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11685,Everyone began exchanging gifts.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11686,"When it was over, George had no gift.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11687,"When it was over, George had no gift.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11688,"When it was over, George had no gift.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11689,"Jack was building a sand castle with turrets, a drawbridge, and moat.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11690,"Jack was building a sand castle with turrets, a drawbridge, and moat.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11691,"Jack was building a sand castle with turrets, a drawbridge, and moat.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11692,He used ocean water to fill the moat and at that moment a wave hit.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11693,He used ocean water to fill the moat and at that moment a wave hit.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11694,He used ocean water to fill the moat and at that moment a wave hit.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11695,He laid on his side propping up his head with his elbow.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11696,He laid on his side propping up his head with his elbow.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11697,He laid on his side propping up his head with his elbow.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11698,The water started crashing around him but missed the castle.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11699,The water started crashing around him but missed the castle.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11700,The water started crashing around him but missed the castle.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11701,"When he got up, he looked down to see his little brother stomping it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11702,"When he got up, he looked down to see his little brother stomping it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11703,"When he got up, he looked down to see his little brother stomping it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11704,"When he got up, he looked down to see his little brother stomping it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11705,"When he got up, he looked down to see his little brother stomping it.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11706,"When he got up, he looked down to see his little brother stomping it.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11707,Julia was walking through the hallway.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11708,Julia was walking through the hallway.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
11709,She realized that it was a pass to get out of class.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11710,She realized that it was a pass to get out of class.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11711,It was completely blank so Julia kept it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11712,It was completely blank so Julia kept it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11713,It was completely blank so Julia kept it.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11714,She filled it out later and used it to skip school.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11715,She filled it out later and used it to skip school.,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
11716,She filled it out later and used it to skip school.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11717,She was frustrated and wanted to quit.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11718,She was frustrated and wanted to quit.,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
11719,She was frustrated and wanted to quit.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11720,Her family encouraged her to finish and get a diploma.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11721,Her family encouraged her to finish and get a diploma.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11722,Her family encouraged her to finish and get a diploma.,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
11723,With the support of her family she did as they suggested.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11724,With the support of her family she did as they suggested.,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
11725,With the support of her family she did as they suggested.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11726,With the support of her family she did as they suggested.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11727,With the support of her family she did as they suggested.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11728,With the support of her family she did as they suggested.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11729,She finally graduated.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11730,She finally graduated.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
11731,She finally graduated.,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
11732,Katie found a dress she loved.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11733,It fit her like a glove.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11734,It fit her like a glove.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11735,It fit her like a glove.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11736,She went to buy it and it was out of her budget.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11737,She went to buy it and it was out of her budget.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11738,She went to buy it and it was out of her budget.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11739,Katie decided to have the saleswoman hold it.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11740,Katie decided to have the saleswoman hold it.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
