,Unnamed: 0,story_id,first_sentence,second_sentence,third_sentence,fourth_sentence,fifth_sentence,label
338,338,69f8d644-d67d-4241-aed3-755842090ce4 , Ana was tanning on the beach. , She dozed off in the warm sun. , She woke three hours later. , Her eyes widened as she looked in the mirror. , Ana was extremely sunburnt. ,2
339,339,1a4ca91d-6bae-4a04-b605-b9a645099621 , Paul felt brave so he tried to join the Army. , The Army said he was too weak to join. , Paul was undeterred so he then tried to join the Navy. , The Navy refused him because Paul couldn't swim. , Paul was very frustrated. ,1
340,340,419324ac-9daa-4b86-ac21-482b3bcef5ca , The cat chased the mouse across the empty warehouse. ," Running in fear, the rodent moved as fast as it could. ", The larger feline stayed close behind. , It was terrified. , The mouse got away. ,2
341,341,0d70ad27-5468-4aa8-b375-c0a273f73bab , Arnold was scared of cats. , He thinks all of them are creepy. , One day he visited his girlfriend's house. , His girlfriend has a cat. , Arnold dumped his girlfriend. ,0
342,342,4615d59f-be35-4bb8-8990-988e2f16ade7 , Bob was driving from Texas to Florida. , He refused to stop at hotels for a break. ," After fifteen hours of driving, he was tired. ", He began to fall asleep. , Bob decided to stay at a nearby hotel for the night. ,2
343,343,f5e38006-7951-497d-812b-a272e2ba5780 , I got my concert tickets. , I drove to Chicago. , I could not believe I was seeing a Beatle. , I was 30 rows from the front of the stage. , I cheered when the Beatle came under the spotlight. ,2
344,344,f934d116-c42c-4ec4-9b6c-d910999099c2 ," My family has always loved camping, me not so much. ", The summer I was 19 was the last time I camped. , First our car broke down and we were stranded in the heat for hours. ," I burned my hand cooking dinner, fell in the lake and eaten by bugs. ", I decided never to go camping again. ,0
345,345,64f920dc-a877-4397-9b07-f144432fa0ca , Sally believes her boss is trying to fire her. , She stays late to make sure her work is correct. , Sally is still on edge. , She decides to set up a meeting with her boss. , Sally hopes her boss will keep her. ,1
346,346,88670c09-ace5-49cb-960d-3eb7ddaf950e ," Will was very wild in kindergarten, and did not listen to his teacher. ", His father was very upset with him. ," He pointed to the school janitor, and told Will that was his future. ", Will did not want to clean up the school bathrooms. , Will started to listen to his teacher. ,0
347,347,d6c07fc5-9379-427c-8db3-d1e216c61829 , Samantha was driving to class. , She noticed that she forgot her textbook at home. , She drove back home in order to get it. , She arrived in class 25 minutes late. , I was better for her to be late than to be unprepared. ,2
348,348,d18c71ac-cd73-44a3-8e2f-0bfa247ba70b , Emile wanted to be a great chef. , He took lessons and worked hard learning how to cook. , He practiced his cooking and served food for friends. , His friends loved his cooking and encouraged him. , Emile eventually got a job as a chef. ,1
349,349,8b7ab48c-435b-49f3-926d-74cd9a50fa41 , Emily woke up early to get ready for school last Monday. ," Before she got dressed, she checked to see if school was canceled. ", It had snowed so much that school was cancelled. , Emily was happy and decided to stay inside and read on her day off. , She finished her latest book. ,1
350,350,25b6b0b1-7f4b-48f0-8702-deddb1c192e1 , Joline went to the nail salon to get a manicure. , The nail technician cleaned and trimmed her nails. , Joline could not decide what color nail polish she would like. , The nail technician suggested a design that used multiple colors. , Joline decide to take the technician's advice. ,1
351,351,55384f51-96ba-4ce5-91b0-2a5f55e1b028 , Bobby wanted to be a wrestler. , He took wrestling in high school. , Then he joined a team in college. , Soon he was wrestling professionally. , He retired early due to injury. ,1
352,352,ca30ecd2-9808-4e52-9c0e-4b9e0ffb3f8d , Juliette wanted to be a scientist when she grew up. , She decided she must perform an experiment. , She emptied a box of baking soda into a pan. , Then she poured in vinegar. , Juliette built a volcano. ,2
353,353,a2676c5e-becf-477c-9de5-a1356bf7456e , Sharon and her sister drove to the grocery store to pick up eggs. , They were going to have dinner guests and were baking a cake. , On the way into the house Sharon tripped and fell. , The eggs flew out of her hands and landed on the concrete. , Sharon broke all of the eggs. ,2
354,354,b0d23a4d-9885-4428-87a5-aef0a58b8928 , Ella went out sledding one afternoon. , She had fun at first. , Then she slipped off the sled. , She cut her forehead on a rock in the ground. , Ella had to be taken to the doctor. ,0
355,355,0bb7c691-b1cc-4082-8f25-c56790ace781 , Steph usually ate a large breakfast. , But her new job meant she had less time to make food. , So Steph decided to eat simpler food and smaller portions. ," And in a month, she lost 10 pounds. "," Her doctor said she was healthier, too. ",1
356,356,b155c21e-4c58-430c-9053-3e4f5d896145 , Gina had been at the park with her friend Pam for hours. , Now the sun was setting. , She said her goodbyes and headed home. , When she arrived it was dark out. , Gina went straight to bed. ,3
357,357,811ef3dd-2646-4008-967e-009049c2624a , Bay was nervous. , Her boyfriend had been acting weird all through dinner. , Bay thought he was going to dump her. , But then he got on one knee. , And asked her to marry him. ,2
358,358,215b8a85-692e-4d23-a29f-c9077d9bae51 , Amelia decided to take a vacation to Mexico. , She booked her flight and hotel. ," When she got to Mexico, she was sure to visit many different things. ", She loved every moment of it. , Amelia decided to vacation to Mexico more often. ,1
359,359,976a11ff-1a3c-4f4f-9b21-3179f2d9cf20 , Amy woke up extra hungry today. ," Unfortunately, she also woke up very late. ", She rushed around the house and had no time for breakfast. ," When she made it to work, she realized her coworker brought breakfast! ", She was so grateful and promised to pay her coworker back. ,2
360,360,ce73399f-5905-4bc1-9ab4-5d12c7039cf2 , The school received a grant to make a computer lab. , Their IT department did a lot of research to find the best equipment. , They bought the equipment with the grant money. , The computer lab was a great success. , The government continued to fund computer labs. ,3
361,361,7951ad48-6f89-461b-8548-516678c0cb64 , I was captain of the tennis team. , We were playing our division rivals. , I was tied with my opponent. , I had advantage of the deuce. , I won the match. ,1
362,362,619efeec-806f-46a5-a8a3-386f517eea5c , Ben is the coach of the basketball team and he held try outs today. , He has to cut this one kid because he is not good enough. , He feels bad because he knows the kid will be disappointed. , He gives the kid advice and things to work on for next season. , The kid practiced all year and next year he made the team. ,3
363,363,629ec1e3-0d93-45bb-a0d9-cb645c89ffe7 , A man drove for many hours on the highway. , He saw a sign for a rest stop two miles away. , He put his car in the right lane in anticipation. , He took the exit for the rest stop. , The man stopped at the rest stop and got out of the car. ,1
364,364,19b67b77-cb21-48dc-bde9-87f8670a1538 , I wanted a pet for my birthday. ," I wasn't sure what to get, I already had dogs. ", I was looking around on facebook and saw a mini pig. , I went to pick her up. , I drove home with the mini pig in my car. ,1
365,365,552067ec-e238-4c17-8fd1-e627fa6c0af5 ," Growing up, Matt was never the most confident guy. "," He always had a big crush on his neighbor Lexy, but was scared. "," However, when prom was approaching, he decided to finally make a move. "," Matt asked Lexi to be his date, and she immediately said yes. ", Matt and Lexi had a great time at prom. ,3
366,366,6318c4bc-e94f-46d1-b8cb-cbf9c8bb2d58 ," John wanted pizza, but he was broke. ", Then he remembered he had won a free pizza last week! , He called the pizza place and gave them his code. , They sent him his free pizza an hour later. , John devoured his pizza. ,1
367,367,0db573d0-dc8e-428b-a483-6e71a11a0b94 , We tried to stay up late last night. , We drank coffee. , We ate chocolate. , We even ran laps around the couch. , Then we collapsed on the couch and slept past noon. ,2
368,368,1dcf333e-d6a5-4798-94ce-f1fbf2d3758b , Ana had been putting off doing laundry. , Finally she could avoid it no longer. , She carried all her clothes to the laundromat. ," Over several hours, she washed and dried them. ", Ana decided never to wait that long again. ,2
369,369,28bf468c-50cf-432e-abae-216ba816a399 , Mark went to the mall. , He saw a pair of headphones that he wanted but couldn't afford. , He decided to steal the headphones. , Mark was then caught by someone working. , Mark has a court date next week. ,1
370,370,b9124010-865d-43e8-a341-75280447382f , My friends got me a jigsaw puzzle for christmas. , I haven't opened it yet. , I always keep planning to but something keeps coming up. , Like right now talking with you. ," But in a moment, I'm going to start the puzzle. ",2
371,371,feb5f3a2-3e9b-466c-82b0-931fec45abc7 , I woke up and looked in my closet for a shirt. , Everything was dirty and on the floor. , I picked up a shirt to see if it smelled bad. , I found a blue shirt that didn't stink. , I wore the blue shirt. ,2
372,372,46575aae-4a35-497d-ba95-49ea65f47c2e , The two hunters debated their location within the forest. , They did not know if they had reached the right spot. , Their attention was distracted when a huge buck entered the glade. , The men were struck with awe. , It was then that they knew they were in the right spot. ,2
373,373,0fd8d108-d8ea-4093-8a35-f51cf70fe5fc , Todd has a huge test tomorrow. , He has not studied at all. , It counts for 50 percent of his grade. , Todd is not sure what to do. , Todd decides to study as much as he can before tomorrow. ,1
374,374,e06719bc-6fdc-44b0-b40d-2892b339ba7b , Maggie needed a new friend. , She was tired of spending time alone. , Finally she met a friend at book club. , The girls spent everyday together. , Maggie was happy to have a new companion. ,2
375,375,2ce0a18d-0c2f-48bc-b634-73ee52b540f0 , My roommate got a new job at the place I go to school. , We decided to ride to work together. , We got in the car and headed out together. , The ride seemed much shorter with someone to talk to. ," When the ride was over, we parted ways. ",1
