,emotion,plutchik,selection0,selection1,label
2084,"['excited', 'creative', 'accomplished', 'happy']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She did the dishes.,I decided to make homemade jerky.,1
2085,"['accomplished', 'happy', 'hopefulness', 'proud', 'on']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Dave baked his first cake.,"Now, she lives her dream every day.",1
2086,"['indifferent', 'trustworthy', 'interested', 'confused', 'lost', 'frustrated']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",His dad explained that they were tide pools with starfish inside.,The banks had low rates.,1
2087,"['grossed out', 'loved', 'happy', 'love']","{'joy': 3, 'trust': 3, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Ted responded by licking Jane's face.,He practiced very hard with a native English speaker.,0
2088,"['trust', 'guilty', 'disappointed', 'angry']","{'joy': 0, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 2, 'anticipation': 1}",Her mom eventually found out.,Heather's son Austin is playing in a baseball tournament.,0
2089,"['happy', 'joy']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",They're her favorite type of flower.,He was officiating one game when he made a bad call.,0
2090,"['excited', 'competent']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She and her fiance signed up for dance classes.,Marcia's husband filed for a divorce last month.,0
2091,"['uncertain', 'nervous', 'scared', 'pressured', 'skeptical']","{'joy': 1, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I pleaded and he finally agreed but didn't think I could ride it.,She wanted to sing but was very nervous about performing.,0
2092,['happy'],"{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",My mother bought my son 20 books.,Everybody enjoyed catching up and spending time together.,1
2093,"['scared', 'afraid']","{'joy': 0, 'trust': 0, 'fear': 3, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Several people noticed and decided to run away.,Sarah still can't understand why no one praises her for trying at all.,0
2094,"['ecstatic', 'happiness', 'elated', 'happy', 'excited']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",While searching for a new bag she found a very beautiful one.,"They became good friends, and then even more - they began dating!",0
2095,"['curious', 'confused']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Instead Jill's friends checked to make sure she was okay.,She picked one at random and put it on.,1
2096,"['excited', 'happy', 'content', 'trust', 'safe', 'secure', 'relieved', 'competent']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","However, I was not able to afford it.",Christian purchased insurance through Nationwide.,1
2097,"['diligent', 'determined', 'motivated']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He had a list of things to buy.,She worked hard academically to maintain a good grade point average.,1
2098,"['hopeful', 'professional']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Kobe Bryant also wanted to play professional basketball.,She had to pick her instrument on the first day.,0
2099,"['sad', 'angry', 'irritated', 'enraged', 'boastful', 'righteous', 'empowered', 'uninhibited', 'anxiety']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 0}",The more they drank the more extreme their views became.,The luggage didn't show up ever again.,0
2100,"['hopeful', 'determined']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Angela wanted to be a doctor when she grew up.,I bought a bird checklist book.,0
2101,"['joy', 'proud', 'happy']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Brian gave Sam a high five.,When she got in the stand she realized she couldn't see Austin play.,0
2102,"['witty', 'positive', 'full']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",They called them almost s'mores.,"Even though they lost, we had a great time in Portland.",0
2103,"['sick', 'sickly']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Andrea was not feeling well lately.,But then he forgot about it!,0
2104,"['confident', 'nervous']","{'joy': 0, 'trust': 3, 'fear': 2, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Pauline often worked with chemicals.,She bought a fancy calculator and used it on her math test.,0
2105,"['annoyed', 'agitated', 'positive']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 0}",The mosquito bit me on the bottom of my foot.,Eventually his girlfriend controlled the playlists more.,0
2106,"['annoyed', 'hurried', 'exhausted']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 1}",They were married three years later.,Riding the bike with her knees around her ears she got to work on time.,1
2107,"['satisfied', 'pleased', 'happy', 'uplifted', 'relaxed', 'impressed']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",One fell and shattered on the floor.,Ali had really enjoyed the vineyard tour!,1
2108,"['anticipation', 'excited', 'ready', 'desired']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I played a game of pictionary with a group of artists.,The Stone family was on a bus headed towards the Great Pyramid.,1
2109,"['afraid', 'calm', 'ashamed', 'mad', 'embarrassed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He ended up running towards the streets.,It was a good forty bucks more for the longer one.,0
2110,"['surprised', 'disappointed', 'disgusted', 'hungry', 'content', 'happy']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Barry decided that he would not take the train to work again.,"But Gina loved food so much, she didn't even noticed.",1
2111,"['justified', 'useful', 'determined']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Rhonda waged a campaign to turn a vacant lot into a green space.,He was messed up for three days.,0
2112,"['happy', 'excited', 'thrilled', 'excitement']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",His little brother was terrified.,Rich and his friends went to see Garth Brooks in concert.,1
2113,"['friendly', 'dominant', 'nervous', 'relieved', 'happy', 'embarrassed']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Frank went over and sat with Randy for lunch.,And as she approached the on-ramp signal stood red.,0
2114,"['worried', 'startled', 'scared']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",John converted and now his life had meaning.,I was horrified.,1
2115,"['happy', 'homey', 'determined']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",We watched movie first.,He bought some house plants.,1
2116,"['happy', 'excited']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He said it had been really hard to wake me up.,She spent hours playing with all of its new features.,1
2117,"['loving', 'happy', 'satisfied', 'content']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Andy felt sick while at work.,Gene's grandson loved playing in the dirt at the end of the driveway.,1
2118,"['satisfied', 'not human', 'epic']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",They said they'd love to take his clothing.,"Stomping snow off, he watched the owl disappear into the morning sky.",1
2119,"['surprised', 'upset']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 2, 'disgust': 2, 'anger': 2, 'anticipation': 0}",The man happily concluded charcoal is superior after eating the steak.,I plugged it in to start using it and it popped.,1
2120,"['anxious', 'excited', 'competitive']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Cameron agreed to help his friend by playing on the see-saw.,Jamie signed up to run a race.,1
2121,"['determined', 'sporty']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He bought a racquet and joined a tennis club.,I walked into detention with an attitude.,0
2122,"['worried', 'anxious', 'afraid', 'nervous']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",His family didn't think he could live alone anymore.,"But after a few moments, she smelled something burning.",1
2123,"['proud', 'redundant', 'tired', 'relieved', 'happy']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",My sister-in-law had just played.,He plans on seeing her after work.,0
2124,"['annoyed', 'sad', 'anger']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 1, 'disgust': 1, 'anger': 2, 'anticipation': 1}",He checked the radiator and noticed it was low on coolant.,The principal said he would not be permitted if he was older.,0
2125,"['hopeful', 'redeemed', 'forgetful', 'disappointed', 'regret', 'sad', 'angry']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 2, 'disgust': 0, 'anger': 1, 'anticipation': 1}",It remained in the bus.,They knew they should have made reservations.,1
2126,"['happy', 'accomplished', 'proud']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Alex called his wife to pick up Cole, who now had soiled shoes.",Brenda has a long successful career as a speech teacher.,1
2127,"['upset', 'loved', 'lonely', 'sad', 'loving']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 1}",She told the class how much she loved her pretty doll.,She picked up her doll and gave it a big hug.,1
2128,"['content', 'smart', 'enlightened']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",They learned a lot about their history.,His mother made him return the game immediately.,0
2129,"['guilty', 'sad']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}",I realized I should always pay my taxes.,He thought he didn't have anything to lose.,0
2130,"['disgusted', 'dirty', 'embarrassed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 2, 'anger': 1, 'anticipation': 1}",She tried both positive reinforcement and negative reinforcement.,Ron notices that he really needs a shower.,1
2131,"['angry', 'anger']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 3, 'anticipation': 0}",I immediately took a bite out of it.,Sam reminded them that he had asked not to have those.,1
2132,"['content', 'satisfied', 'happy']","{'joy': 1, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Sara had taken a break from running.,He orders a coffee and a Danish for breakfast.,1
2133,"['nostalgic', 'happy', 'enjoyment']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","When he finally tried out for the team, he got on it!",We watched a movie about Pee Wee to reminisce.,1
2134,['curious'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",All of the neighborhood kids came out to play.,Karen decided to text that question to her sister.,1
2135,"['nervous', 'rejected', 'undesirable']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 0, 'anticipation': 2}",I drove it everywhere.,She had never heard back from them.,1
2136,"['happiness', 'happy', 'reminiscent']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She plucked the flower with the intention of pressing it later.,When we arrived the sky let loose and started to rain.,0
2137,"['anticipation', 'productive']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Jane wanted to install a washer in her basement.,She was fired on the spot.,0
2138,"['frustrated', 'anxious']","{'joy': 1, 'trust': 2, 'fear': 2, 'surprise': 2, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 2}",I am new to installing tile so the remodel is taking some time.,I am the fifth student to read and i can't read that much.,0
2139,"['anticipation', 'anxious', 'jittery', 'anger']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 3}",He has been waiting for weeks anxiously.,I sat there for 15 minutes not moving.,0
2140,"['embarrassed', 'sad', 'justified', 'disappointed', 'irritated']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}",Gabriel realized he was being a baby and decided to get bad grades.,No one was around to help Ryan up.,0
2141,"['eager', 'excited']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",There was a dance contest that was coming up soon.,With her scholarship Angela was able to go to medical school.,0
2142,"['trembling', 'timid', 'scared', 'nervous', 'eager']","{'joy': 0, 'trust': 1, 'fear': 3, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She worked as a waitress whenever she could.,"One day, he traveled to Florida.",1
2143,"['hopeful', 'delighted', 'curious']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",The Cox family was preparing for it all.,He found out that his neighbor made great apple pies.,1
2144,"['relieved', 'regretful', 'calm']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",They called them almost s'mores.,She went to Costco and returned all of her books to buy food.,1
2145,"['happy', 'giving', 'proud', 'good', 'grateful', 'thankful']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She was happy to have helped someone less fortunate than her.,"Without intending to, he drifted off to sleep.",0
2146,"['disappointed', 'punished']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 3, 'disgust': 1, 'anger': 2, 'anticipation': 0}",They ate the rest of their food in their car.,Bea has to practice responsibility with a cactus until further notice.,1
2147,"['frustrated', 'stupid']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 2}","If the grass wasn't cut by then, he would claim she never told him.",She struggled all semester long to understand the concepts.,1
2148,"['happy', 'afraid', 'worried']","{'joy': 1, 'trust': 1, 'fear': 3, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 0, 'anticipation': 2}",They took her temperature.,She demonstrated the Mac computer and it worked fine.,0
2149,"['embarrassed', 'cared', 'inquisitive']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",I asked him how it was being treated.,One day he bickered with a husky owner regarding litter in the park.,0
2150,"['sad', 'anger', 'guilt']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 2, 'disgust': 2, 'anger': 2, 'anticipation': 0}",She ended up divorcing her husband.,Eventually they met up and hung out again.,0
2151,"['admired', 'happy', 'joy']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Lauren's mother even decorated the cake with candles.,"Everyday, she spent hours texting her friends.",0
2152,"['wishful', 'desire', 'anxious', 'eager']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I've wanted a puppy since I was young.,The only problem was that he was nervous.,0
2153,"['pleased', 'content', 'happy', 'proud', 'special']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Travis was attending a party.,She got to pick the flavor yogurt she wanted.,1
2154,['impulsive'],"{'joy': 2, 'trust': 3, 'fear': 0, 'surprise': 3, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",Jimmy Carr was a speedster.,He went to his local office store to buy one.,0
